Order_ID,Order_Date,Customer_Name,Category,Product,Region,Quantity,Sales,Profit
ORD1323,2025-08-26,Customer 173,Furniture,Bookshelf,South,2,15262.45,2949.4
ORD1324,2025-05-07,Customer 082,Electronics,Keyboard,North,1,2192.93,363.62
ORD1325,2025-02-15,Customer 109,Furniture,Chair,North,7,43838.93,8941.13
ORD1326,2025-04-28,Customer 033,Electronics,Smartphone,North,5,149048.95,29377.51
ORD1327,2025-09-19,Customer 188,Electronics,Headphones,West,2,7466.0,1208.16
ORD1328,2025-02-09,Customer 007,Electronics,Smartphone,South,6,170879.33,31846.52
ORD1329,2025-07-07,Customer 096,Electronics,Keyboard,West,4,11484.44,2113.59
ORD1330,2025-01-25,Customer 144,Furniture,Desk,South,7,104330.53,17314.46
ORD1331,2025-06-30,Customer 180,Furniture,Chair,North,1,7438.7,1360.02
ORD1332,2025-01-23,Customer 150,Furniture,Desk,West,6,95409.77,18640.48
ORD1333,2025-10-09,Customer 127,Electronics,Keyboard,North,3,7810.36,1639.68
ORD1334,2025-08-30,Customer 141,Electronics,Monitor,North,4,92536.95,20102.83
ORD1335,2025-01-17,Customer 148,Furniture,Table,North,3,39370.93,7299.5
ORD1336,2025-03-20,Customer 078,Furniture,Desk,East,4,62266.55,9911.64
ORD1337,2025-09-25,Customer 055,Electronics,Monitor,South,5,118159.9,25124.12
ORD1338,2025-12-15,Customer 080,Electronics,Smartphone,North,1,25545.32,4185.26
ORD1339,2025-03-03,Customer 142,Electronics,Monitor,West,4,98106.59,19939.01
ORD1340,2025-05-11,Customer 078,Electronics,Smartphone,North,6,169892.17,27237.08
ORD1341,2025-10-30,Customer 142,Furniture,Sofa,East,3,93259.2,17580.92
ORD1342,2025-06-25,Customer 022,Electronics,Laptop,West,3,154564.53,31277.57
ORD1343,2025-05-04,Customer 073,Furniture,Sofa,East,4,153463.4,25605.78
ORD1344,2025-06-20,Customer 182,Electronics,Smartphone,West,2,55154.23,9203.3
ORD1345,2025-01-06,Customer 088,Electronics,Smartphone,South,3,79672.43,12680.85
ORD1346,2025-05-15,Customer 012,Electronics,Monitor,West,7,141803.07,28845.71
ORD1347,2025-08-16,Customer 200,Electronics,Monitor,North,4,91775.16,19337.22
ORD1348,2025-11-21,Customer 072,Furniture,Chair,North,4,29187.14,5995.09
ORD1349,2025-06-21,Customer 099,Furniture,Bookshelf,North,1,5983.19,1097.34
ORD1350,2025-07-27,Customer 198,Furniture,Desk,East,4,58907.63,12285.95
ORD1351,2025-10-09,Customer 199,Furniture,Bookshelf,South,2,15230.62,3188.51
ORD1352,2025-11-21,Customer 150,Electronics,Headphones,North,1,3305.07,588.69
ORD1353,2025-12-30,Customer 112,Electronics,Headphones,South,5,19803.73,3448.32
ORD1354,2025-03-03,Customer 126,Furniture,Sofa,West,2,63598.9,9797.8
ORD1355,2025-09-02,Customer 039,Furniture,Bookshelf,South,3,23104.96,4567.69
ORD1356,2025-10-24,Customer 154,Electronics,Smartphone,East,2,52976.57,11333.28
ORD1357,2025-12-17,Customer 056,Furniture,Sofa,North,5,191509.88,31880.26
ORD1358,2025-04-07,Customer 140,Electronics,Keyboard,North,4,9789.87,1764.88
ORD1359,2025-09-27,Customer 168,Furniture,Bookshelf,West,6,45425.3,8016.76
ORD1360,2025-01-02,Customer 177,Furniture,Sofa,East,5,178736.29,39247.89
ORD1361,2025-10-08,Customer 018,Furniture,Sofa,East,2,70397.21,14550.81
ORD1362,2025-09-30,Customer 035,Electronics,Monitor,East,3,63456.56,10357.29
ORD1363,2025-07-12,Customer 129,Furniture,Table,South,3,35777.7,7525.02
ORD1364,2025-12-25,Customer 049,Furniture,Chair,West,1,6328.09,1127.89
ORD1365,2025-12-20,Customer 020,Electronics,Laptop,North,2,101549.73,20596.33
ORD1366,2025-03-15,Customer 048,Furniture,Desk,North,1,13131.38,2396.06
ORD1367,2025-08-21,Customer 054,Electronics,Smartphone,South,6,191910.13,39570.03
ORD1368,2025-04-03,Customer 103,Furniture,Sofa,North,1,31167.9,6734.32
ORD1369,2025-04-04,Customer 008,Electronics,Keyboard,East,2,5520.01,982.25
ORD1370,2025-08-22,Customer 079,Electronics,Smartphone,West,6,185513.04,30566.13
ORD1371,2025-07-10,Customer 011,Furniture,Chair,West,6,43076.05,7147.88
ORD1372,2025-04-22,Customer 121,Electronics,Headphones,East,4,14499.45,2946.25
ORD1373,2025-12-22,Customer 089,Electronics,Smartphone,East,6,193495.64,38889.96
ORD1374,2025-07-12,Customer 033,Electronics,Headphones,South,2,7514.02,1558.67
ORD1375,2025-04-23,Customer 101,Furniture,Chair,South,3,17264.39,2877.69
ORD1376,2025-08-01,Customer 193,Furniture,Table,West,4,46489.47,9534.17
ORD1377,2025-04-03,Customer 105,Furniture,Bookshelf,West,2,14993.4,2960.57
ORD1378,2025-10-18,Customer 163,Electronics,Smartphone,West,3,97315.06,19514.45
ORD1379,2025-08-29,Customer 095,Electronics,Smartphone,East,7,190645.23,37113.98
ORD1380,2025-02-04,Customer 020,Electronics,Keyboard,North,2,4868.56,1028.67
ORD1381,2025-06-25,Customer 177,Furniture,Table,West,6,69468.12,15185.63
ORD1382,2025-10-09,Customer 059,Electronics,Monitor,South,2,41846.51,8053.17
ORD1383,2025-12-02,Customer 143,Electronics,Keyboard,North,6,12860.03,2127.19
ORD1384,2025-06-30,Customer 164,Furniture,Table,West,5,51993.78,9066.64
ORD1385,2025-11-13,Customer 011,Furniture,Bookshelf,North,1,6782.52,1466.11
ORD1386,2025-04-05,Customer 147,Furniture,Bookshelf,West,4,31079.51,6285.05
ORD1387,2025-10-19,Customer 050,Furniture,Sofa,West,2,70657.15,14452.84
ORD1388,2025-01-10,Customer 022,Furniture,Sofa,South,3,119443.23,23852.95
ORD1389,2025-02-14,Customer 090,Electronics,Monitor,East,6,133251.87,24428.98
ORD1390,2025-03-15,Customer 012,Furniture,Chair,North,3,21770.14,4502.56
ORD1391,2025-03-03,Customer 181,Electronics,Keyboard,South,5,11153.85,2432.26
ORD1392,2025-05-02,Customer 027,Electronics,Keyboard,East,6,13511.11,2226.96
ORD1393,2025-02-02,Customer 015,Electronics,Smartphone,East,1,24834.65,5445.93
ORD1394,2025-10-29,Customer 008,Electronics,Smartphone,South,4,116744.22,23840.24
ORD1395,2025-12-09,Customer 143,Furniture,Desk,North,7,105716.34,19721.25
ORD1396,2025-05-07,Customer 085,Furniture,Desk,West,5,71796.44,11622.41
ORD1397,2025-10-19,Customer 169,Furniture,Bookshelf,South,2,12544.83,2098.06
ORD1398,2025-09-08,Customer 177,Electronics,Monitor,West,7,170466.12,26497.62
ORD1399,2025-08-26,Customer 182,Furniture,Sofa,East,3,96073.6,19044.01
ORD1400,2025-07-27,Customer 057,Furniture,Sofa,South,7,229552.81,43339.57
ORD1401,2025-04-30,Customer 139,Furniture,Desk,South,5,75187.13,11989.01
ORD1402,2025-09-07,Customer 011,Furniture,Chair,North,4,22677.75,4110.99
ORD1403,2025-10-31,Customer 149,Furniture,Desk,West,1,13292.3,2404.14
ORD1404,2025-10-30,Customer 193,Furniture,Sofa,North,6,212885.29,43264.57
ORD1405,2025-12-06,Customer 099,Furniture,Table,West,4,49723.96,10688.56
ORD1406,2025-08-08,Customer 082,Furniture,Table,South,5,64275.27,9964.56
ORD1407,2025-07-23,Customer 094,Furniture,Chair,West,4,29289.14,5405.18
ORD1408,2025-06-14,Customer 029,Electronics,Keyboard,East,4,9042.65,1493.7
ORD1409,2025-07-16,Customer 147,Furniture,Table,South,1,11755.0,2396.22
ORD1410,2025-07-28,Customer 194,Electronics,Laptop,East,2,85147.07,18381.15
ORD1411,2025-04-23,Customer 083,Furniture,Desk,North,5,68720.68,13394.3
ORD1412,2025-03-26,Customer 032,Furniture,Bookshelf,West,2,15704.33,2905.53
ORD1413,2025-09-22,Customer 058,Furniture,Desk,North,6,100019.43,16570.84
ORD1414,2025-04-06,Customer 002,Furniture,Sofa,West,5,179328.35,39370.93
ORD1415,2025-05-27,Customer 187,Electronics,Smartphone,North,4,118754.73,24962.0
ORD1416,2025-07-12,Customer 188,Furniture,Sofa,North,3,115484.37,19773.71
ORD1417,2025-08-01,Customer 160,Furniture,Sofa,West,7,280650.93,59898.62
ORD1418,2025-04-28,Customer 035,Furniture,Sofa,South,1,35496.47,6717.86
ORD1419,2025-10-22,Customer 067,Furniture,Table,North,5,58349.81,11812.46
ORD1420,2025-02-16,Customer 198,Electronics,Monitor,North,4,79782.0,16717.24
ORD1421,2025-03-06,Customer 005,Electronics,Laptop,West,2,102391.22,19329.28
ORD1422,2025-03-06,Customer 138,Electronics,Monitor,East,1,23028.76,3897.67
ORD1423,2025-01-09,Customer 170,Electronics,Laptop,East,1,48664.61,7373.69
ORD1424,2025-08-10,Customer 077,Electronics,Smartphone,East,4,112108.33,20291.56
ORD1425,2025-07-20,Customer 036,Furniture,Desk,South,6,97258.67,14663.8
ORD1426,2025-07-20,Customer 162,Electronics,Keyboard,South,3,6712.59,1102.18
ORD1427,2025-11-15,Customer 099,Electronics,Smartphone,South,6,176100.6,38164.59
ORD1428,2025-06-24,Customer 147,Electronics,Monitor,East,7,147516.58,24444.84
ORD1429,2025-04-29,Customer 088,Electronics,Smartphone,South,3,90922.65,13755.75
ORD1430,2025-08-11,Customer 045,Furniture,Chair,South,2,14078.93,2910.63
ORD1431,2025-09-11,Customer 050,Electronics,Laptop,East,1,47144.07,9062.9
ORD1432,2025-03-23,Customer 017,Electronics,Laptop,East,7,328000.72,58703.97
ORD1433,2025-08-11,Customer 186,Electronics,Smartphone,South,6,192837.73,31643.59
ORD1434,2025-12-04,Customer 175,Electronics,Laptop,West,3,161819.96,24409.51
ORD1435,2025-03-11,Customer 111,Furniture,Bookshelf,West,7,54966.76,11979.99
ORD1436,2025-11-07,Customer 097,Electronics,Laptop,North,1,49122.05,9482.11
ORD1437,2025-09-16,Customer 016,Furniture,Chair,South,5,29122.4,5876.43
ORD1438,2025-11-06,Customer 109,Furniture,Bookshelf,North,2,13884.37,2578.16
ORD1439,2025-12-21,Customer 035,Electronics,Keyboard,North,7,18723.9,3292.21
ORD1440,2025-06-19,Customer 020,Furniture,Sofa,East,6,237881.81,47907.08
ORD1441,2025-10-14,Customer 049,Electronics,Keyboard,South,7,16860.55,3534.32
ORD1442,2025-12-05,Customer 129,Furniture,Chair,West,4,24111.57,4786.26
ORD1443,2025-11-10,Customer 068,Furniture,Table,North,2,21036.5,4148.26
ORD1444,2025-06-23,Customer 103,Electronics,Laptop,North,3,153348.7,26062.93
ORD1445,2025-01-13,Customer 090,Electronics,Laptop,West,6,286716.15,59921.16
ORD1446,2025-08-26,Customer 138,Electronics,Keyboard,North,2,4423.85,937.66
ORD1447,2025-02-18,Customer 010,Furniture,Sofa,South,1,31353.25,6211.94
ORD1448,2025-02-21,Customer 109,Furniture,Sofa,South,4,137525.25,24617.67
ORD1449,2025-04-22,Customer 075,Furniture,Sofa,North,2,60172.92,11613.8
ORD1450,2025-02-09,Customer 068,Furniture,Chair,North,6,33311.2,5575.65
ORD1451,2025-11-06,Customer 107,Electronics,Monitor,East,3,72143.99,12729.71
ORD1452,2025-01-08,Customer 171,Furniture,Table,North,2,24108.96,4198.29
ORD1453,2025-04-29,Customer 005,Furniture,Bookshelf,West,1,7593.92,1640.05
ORD1454,2025-10-06,Customer 101,Furniture,Chair,South,2,12160.75,2494.52
ORD1455,2025-05-14,Customer 089,Furniture,Sofa,West,7,280353.85,42884.11
ORD1456,2025-02-23,Customer 039,Furniture,Table,East,4,45642.52,10001.89
ORD1457,2025-01-02,Customer 096,Electronics,Laptop,East,4,209531.31,36180.42
ORD1458,2025-06-23,Customer 146,Electronics,Keyboard,West,3,6669.57,1024.58
ORD1459,2025-07-19,Customer 085,Electronics,Keyboard,East,2,5006.1,782.7
ORD1460,2025-07-03,Customer 177,Electronics,Keyboard,South,6,17120.11,2878.21
ORD1461,2025-05-31,Customer 172,Furniture,Bookshelf,West,7,48239.31,8179.66
ORD1462,2025-07-13,Customer 142,Electronics,Monitor,North,3,75435.24,12300.0
ORD1463,2025-09-18,Customer 137,Electronics,Smartphone,North,1,27575.21,4522.69
ORD1464,2025-09-04,Customer 081,Electronics,Smartphone,North,4,105910.86,18520.13
ORD1465,2025-02-06,Customer 171,Electronics,Monitor,East,6,130673.77,22905.93
ORD1466,2025-03-20,Customer 149,Furniture,Table,East,2,26880.66,4676.85
ORD1467,2025-09-05,Customer 150,Furniture,Table,North,4,42584.71,7098.56
ORD1468,2025-10-22,Customer 031,Electronics,Smartphone,South,3,96706.67,18611.9
ORD1469,2025-07-12,Customer 033,Furniture,Desk,East,5,83218.57,14472.35
ORD1470,2025-07-14,Customer 070,Furniture,Table,East,6,65042.91,12547.93
ORD1471,2025-12-11,Customer 022,Electronics,Laptop,West,7,309016.28,47208.17
ORD1472,2025-04-10,Customer 055,Furniture,Sofa,East,3,90283.51,15308.01
ORD1473,2025-05-05,Customer 066,Electronics,Keyboard,North,3,7241.63,1258.09
ORD1474,2025-01-10,Customer 120,Electronics,Laptop,West,5,216275.64,43896.48
ORD1475,2025-12-07,Customer 063,Electronics,Monitor,East,7,154194.93,28869.56
ORD1476,2025-10-07,Customer 034,Furniture,Bookshelf,North,1,7722.97,1642.56
ORD1477,2025-01-25,Customer 186,Electronics,Smartphone,North,6,186718.25,32039.39
ORD1478,2025-12-29,Customer 056,Electronics,Laptop,South,7,359441.55,56263.01
ORD1479,2025-10-21,Customer 121,Electronics,Smartphone,South,1,30810.1,6345.2
ORD1480,2025-02-05,Customer 171,Electronics,Headphones,East,3,9794.16,1753.08
ORD1481,2025-11-07,Customer 086,Furniture,Chair,East,4,24168.66,4289.73
ORD1482,2025-04-09,Customer 152,Electronics,Headphones,North,2,7826.86,1407.41
ORD1483,2025-05-17,Customer 101,Furniture,Bookshelf,East,4,27309.04,4588.36
ORD1484,2025-05-09,Customer 097,Electronics,Smartphone,West,6,174375.04,31202.42
ORD1485,2025-07-01,Customer 194,Electronics,Keyboard,South,2,5704.66,1169.06
ORD1486,2025-02-21,Customer 046,Electronics,Headphones,West,2,7055.57,1142.29
ORD1487,2025-12-10,Customer 024,Electronics,Monitor,North,5,102193.83,21979.02
ORD1488,2025-09-21,Customer 037,Furniture,Table,West,3,31235.56,5992.54
ORD1489,2025-01-26,Customer 133,Electronics,Laptop,North,1,47674.46,8014.03
ORD1490,2025-12-09,Customer 053,Electronics,Smartphone,North,3,95624.79,15588.58
ORD1491,2025-06-21,Customer 032,Electronics,Smartphone,South,5,151822.16,27477.67
ORD1492,2025-12-31,Customer 052,Electronics,Smartphone,North,6,168709.56,35610.75
ORD1493,2025-08-02,Customer 186,Furniture,Bookshelf,South,7,42940.06,6783.73
ORD1494,2025-04-25,Customer 148,Electronics,Keyboard,North,3,7174.12,1303.33
ORD1495,2025-06-24,Customer 142,Electronics,Monitor,South,2,49258.56,8262.21
ORD1496,2025-01-15,Customer 118,Electronics,Laptop,South,5,248453.3,43164.07
ORD1497,2025-05-27,Customer 176,Furniture,Desk,North,1,16456.85,3330.8
ORD1498,2025-04-27,Customer 094,Electronics,Smartphone,North,6,164246.06,30812.9
ORD1499,2025-08-31,Customer 078,Electronics,Headphones,East,1,3362.32,564.26
ORD1500,2025-04-06,Customer 049,Electronics,Smartphone,North,5,147927.21,26208.38
ORD1501,2025-04-16,Customer 118,Furniture,Chair,North,4,28120.51,4963.85
ORD1502,2025-07-10,Customer 071,Electronics,Keyboard,East,3,8422.04,1731.21
ORD1503,2025-10-20,Customer 092,Furniture,Bookshelf,East,4,29665.87,6498.9
ORD1504,2025-07-25,Customer 006,Electronics,Laptop,South,4,168714.14,34182.56
ORD1505,2025-12-05,Customer 123,Electronics,Laptop,North,6,316580.44,61424.95
ORD1506,2025-11-04,Customer 020,Furniture,Bookshelf,South,5,38875.06,5930.39
ORD1507,2025-06-28,Customer 085,Furniture,Bookshelf,East,2,15513.45,3031.14
ORD1508,2025-05-04,Customer 139,Electronics,Smartphone,East,7,211696.1,34782.76
ORD1509,2025-04-11,Customer 059,Furniture,Desk,East,7,109545.21,17963.84
ORD1510,2025-09-16,Customer 122,Electronics,Keyboard,North,2,5165.78,886.11
ORD1511,2025-11-25,Customer 001,Furniture,Chair,West,1,6945.54,1062.82
ORD1512,2025-12-13,Customer 049,Furniture,Bookshelf,North,7,52770.59,9657.8
ORD1513,2025-07-24,Customer 087,Electronics,Headphones,North,4,13263.5,2473.91
ORD1514,2025-11-24,Customer 079,Furniture,Table,North,5,68910.17,10716.36
ORD1515,2025-04-11,Customer 035,Electronics,Laptop,East,2,90785.43,15444.7
ORD1516,2025-07-01,Customer 191,Furniture,Bookshelf,East,6,47282.49,7200.25
ORD1517,2025-05-26,Customer 198,Electronics,Laptop,North,3,124556.86,20974.26
ORD1518,2025-03-14,Customer 167,Furniture,Sofa,South,1,35773.23,6613.04
ORD1519,2025-09-26,Customer 086,Electronics,Smartphone,East,3,93881.45,14992.93
ORD1520,2025-11-13,Customer 131,Furniture,Chair,East,2,12491.33,2370.13
ORD1521,2025-12-13,Customer 058,Electronics,Monitor,East,2,38312.62,7698.98
ORD1522,2025-01-25,Customer 016,Furniture,Bookshelf,East,1,7761.35,1618.14
ORD1523,2025-09-26,Customer 047,Electronics,Monitor,North,1,19071.51,4000.33
ORD1524,2025-06-05,Customer 006,Furniture,Table,South,6,78383.35,14440.01
ORD1525,2025-12-11,Customer 011,Electronics,Headphones,North,7,21928.45,4564.39
ORD1526,2025-11-20,Customer 153,Furniture,Desk,North,1,15218.68,3012.77
ORD1527,2025-04-07,Customer 093,Electronics,Headphones,North,3,10079.73,1879.88
ORD1528,2025-04-22,Customer 009,Electronics,Monitor,East,5,101778.15,17867.49
ORD1529,2025-06-14,Customer 139,Electronics,Headphones,West,7,25250.58,4024.06
ORD1530,2025-03-28,Customer 023,Electronics,Headphones,East,1,3133.13,471.86
ORD1531,2025-05-03,Customer 150,Furniture,Sofa,East,6,240692.74,36860.08
ORD1532,2025-08-05,Customer 113,Electronics,Laptop,East,6,306894.44,53750.81
ORD1533,2025-05-25,Customer 038,Electronics,Monitor,South,5,126211.07,21207.65
ORD1534,2025-07-22,Customer 139,Electronics,Smartphone,West,3,87973.82,18075.01
ORD1535,2025-07-12,Customer 112,Furniture,Desk,South,7,110810.78,18539.61
ORD1536,2025-05-01,Customer 182,Furniture,Sofa,West,7,276747.91,54722.12
ORD1537,2025-05-08,Customer 022,Furniture,Desk,North,3,43988.56,8098.21
ORD1538,2025-07-12,Customer 153,Furniture,Sofa,East,7,213202.01,45881.57
ORD1539,2025-02-25,Customer 181,Electronics,Laptop,West,2,102561.65,16080.17
ORD1540,2025-01-26,Customer 053,Furniture,Bookshelf,West,1,7402.88,1437.74
ORD1541,2025-06-20,Customer 065,Electronics,Laptop,West,6,303668.97,58010.59
ORD1542,2025-12-16,Customer 083,Furniture,Chair,North,2,13341.33,2621.63
ORD1543,2025-01-03,Customer 041,Furniture,Chair,South,6,44822.71,7226.64
ORD1544,2025-06-25,Customer 097,Furniture,Table,North,3,36772.95,5642.26
ORD1545,2025-08-15,Customer 145,Electronics,Headphones,East,5,17947.25,3517.9
ORD1546,2025-10-16,Customer 006,Furniture,Chair,South,2,13486.57,2530.42
ORD1547,2025-12-23,Customer 175,Furniture,Bookshelf,South,1,6523.63,1219.38
ORD1548,2025-02-02,Customer 003,Furniture,Chair,South,3,20039.81,3317.02
ORD1549,2025-04-18,Customer 068,Electronics,Headphones,South,6,21588.77,4131.99
ORD1550,2025-11-12,Customer 053,Furniture,Desk,North,6,92828.66,17301.66
ORD1551,2025-02-28,Customer 075,Electronics,Monitor,West,1,19643.85,3212.0
ORD1552,2025-07-04,Customer 046,Electronics,Keyboard,North,3,6903.39,1086.61
ORD1553,2025-10-20,Customer 161,Electronics,Laptop,South,6,275025.81,56126.0
ORD1554,2025-08-11,Customer 039,Electronics,Smartphone,East,7,226976.9,40435.86
ORD1555,2025-12-28,Customer 111,Electronics,Keyboard,South,7,19514.25,3640.38
ORD1556,2025-10-27,Customer 126,Furniture,Sofa,South,6,209911.8,31984.56
ORD1557,2025-11-05,Customer 011,Furniture,Bookshelf,South,7,53838.51,9120.45
ORD1558,2025-12-09,Customer 177,Electronics,Keyboard,North,5,12621.56,2460.73
ORD1559,2025-09-14,Customer 047,Furniture,Chair,North,3,17273.77,2708.06
ORD1560,2025-02-23,Customer 199,Electronics,Headphones,East,3,9639.1,1816.04
ORD1561,2025-10-09,Customer 126,Electronics,Monitor,North,2,44835.77,7880.63
ORD1562,2025-02-25,Customer 190,Electronics,Keyboard,West,4,11240.3,2396.14
ORD1563,2025-07-07,Customer 139,Furniture,Sofa,South,5,181307.7,35308.75
ORD1564,2025-12-16,Customer 029,Electronics,Laptop,North,1,48719.85,9973.08
ORD1565,2025-01-01,Customer 088,Electronics,Monitor,South,1,22064.25,4092.99
ORD1566,2025-04-02,Customer 010,Electronics,Monitor,West,6,133090.78,23459.84
ORD1567,2025-07-20,Customer 109,Furniture,Desk,East,2,27431.09,4679.12
ORD1568,2025-08-23,Customer 110,Furniture,Desk,South,1,16457.51,2797.21
ORD1569,2025-11-15,Customer 007,Electronics,Keyboard,West,1,2321.79,423.63
ORD1570,2025-09-05,Customer 136,Furniture,Chair,South,5,34905.63,6498.04
ORD1571,2025-06-17,Customer 131,Electronics,Monitor,East,3,56916.81,8935.75
ORD1572,2025-01-06,Customer 096,Electronics,Keyboard,West,3,7629.56,1545.52
ORD1573,2025-10-20,Customer 172,Electronics,Monitor,West,4,91165.78,18121.09
ORD1574,2025-12-05,Customer 071,Electronics,Smartphone,East,1,24447.45,5098.12
ORD1575,2025-11-13,Customer 067,Furniture,Bookshelf,East,2,11916.36,2158.86
ORD1576,2025-06-14,Customer 128,Electronics,Smartphone,West,2,55330.54,11272.84
ORD1577,2025-09-25,Customer 183,Furniture,Bookshelf,North,5,31056.31,5300.61
ORD1578,2025-05-29,Customer 088,Electronics,Laptop,North,3,161417.07,34954.31
ORD1579,2025-06-29,Customer 007,Electronics,Headphones,East,5,17272.91,3501.95
ORD1580,2025-08-13,Customer 011,Electronics,Smartphone,North,4,104853.29,20616.64
ORD1581,2025-04-24,Customer 155,Electronics,Monitor,East,7,168749.78,31134.11
ORD1582,2025-06-30,Customer 112,Furniture,Sofa,West,1,31823.56,6691.29
ORD1583,2025-05-09,Customer 046,Electronics,Keyboard,South,7,19481.75,4230.89
ORD1584,2025-07-28,Customer 070,Electronics,Keyboard,North,7,17093.1,3234.46
ORD1585,2025-08-03,Customer 100,Electronics,Laptop,West,3,131441.19,20474.59
ORD1586,2025-08-19,Customer 049,Electronics,Headphones,North,4,14088.1,2535.88
ORD1587,2025-09-18,Customer 144,Furniture,Chair,West,2,14259.45,2336.94
ORD1588,2025-07-29,Customer 166,Furniture,Bookshelf,West,7,54335.02,9257.25
ORD1589,2025-03-04,Customer 170,Electronics,Monitor,East,6,143830.49,28265.65
ORD1590,2025-06-03,Customer 014,Electronics,Keyboard,North,2,5470.87,1105.78
ORD1591,2025-07-16,Customer 022,Electronics,Keyboard,West,7,16945.74,3212.62
ORD1592,2025-11-03,Customer 114,Furniture,Sofa,East,3,101741.41,18067.84
ORD1593,2025-08-10,Customer 015,Electronics,Smartphone,South,4,124458.94,26467.62
ORD1594,2025-06-20,Customer 058,Furniture,Table,North,3,37234.24,6750.91
ORD1595,2025-02-14,Customer 095,Furniture,Desk,West,4,59426.78,10998.04
ORD1596,2025-09-30,Customer 117,Electronics,Headphones,West,5,16667.24,3434.12
ORD1597,2025-10-14,Customer 148,Furniture,Sofa,North,2,71736.33,12193.16
ORD1598,2025-09-03,Customer 034,Furniture,Sofa,West,6,194572.85,36147.76
ORD1599,2025-07-01,Customer 175,Electronics,Monitor,East,3,73439.62,16089.6
ORD1600,2025-10-27,Customer 188,Electronics,Smartphone,West,6,146999.26,26096.95
ORD1601,2025-09-24,Customer 163,Electronics,Headphones,South,5,17671.89,3130.58
ORD1602,2025-06-20,Customer 071,Furniture,Bookshelf,East,1,7824.22,1299.57
ORD1603,2025-04-20,Customer 050,Furniture,Table,West,5,68495.9,11459.91
ORD1604,2025-11-11,Customer 106,Electronics,Smartphone,West,1,26160.7,4845.55
ORD1605,2025-12-03,Customer 162,Furniture,Desk,North,1,14745.71,2740.64
ORD1606,2025-05-30,Customer 169,Electronics,Monitor,West,5,99041.95,19992.32
ORD1607,2025-11-25,Customer 001,Electronics,Monitor,South,1,21296.82,4525.65
ORD1608,2025-07-22,Customer 119,Furniture,Sofa,North,2,66515.97,11244.07
ORD1609,2025-02-04,Customer 116,Furniture,Bookshelf,West,2,14124.43,2817.38
ORD1610,2025-11-05,Customer 173,Electronics,Laptop,North,3,128605.3,26175.92
ORD1611,2025-10-09,Customer 100,Furniture,Desk,West,6,79333.72,12936.66
ORD1612,2025-03-24,Customer 022,Electronics,Laptop,East,7,354845.22,74026.69
ORD1613,2025-07-05,Customer 140,Furniture,Table,South,7,91497.43,19294.79
ORD1614,2025-07-11,Customer 123,Furniture,Chair,East,4,27191.74,5828.21
ORD1615,2025-07-04,Customer 090,Furniture,Table,East,3,31382.51,6782.9
ORD1616,2025-11-04,Customer 060,Furniture,Chair,West,1,7457.45,1203.07
ORD1617,2025-08-08,Customer 071,Furniture,Sofa,South,7,211842.34,42958.73
ORD1618,2025-07-07,Customer 096,Furniture,Chair,East,4,24125.99,3847.26
ORD1619,2025-04-25,Customer 044,Furniture,Bookshelf,West,1,7289.36,1272.71
ORD1620,2025-09-08,Customer 091,Furniture,Chair,North,2,13152.76,2833.72
ORD1621,2025-03-23,Customer 198,Furniture,Table,West,6,62823.01,12676.94
ORD1622,2025-07-31,Customer 107,Electronics,Headphones,South,1,3633.1,634.81
ORD1623,2025-08-11,Customer 013,Furniture,Bookshelf,North,6,48277.68,8905.9
ORD1624,2025-02-13,Customer 115,Furniture,Table,South,5,55405.77,9586.01
ORD1625,2025-03-15,Customer 175,Furniture,Bookshelf,East,2,12596.16,1929.07
ORD1626,2025-01-15,Customer 105,Furniture,Chair,North,3,16740.51,3165.75
ORD1627,2025-10-02,Customer 058,Furniture,Bookshelf,South,5,34313.34,7364.74
ORD1628,2025-01-20,Customer 186,Furniture,Chair,South,5,36944.64,8078.06
ORD1629,2025-07-10,Customer 148,Electronics,Laptop,East,4,174039.63,36004.65
ORD1630,2025-06-14,Customer 152,Furniture,Sofa,South,7,242265.72,50354.62
ORD1631,2025-07-10,Customer 075,Electronics,Monitor,South,5,114944.3,19417.87
ORD1632,2025-10-15,Customer 152,Electronics,Laptop,East,2,93090.45,16819.27
ORD1633,2025-08-03,Customer 013,Furniture,Bookshelf,East,2,14368.85,2389.23
ORD1634,2025-05-18,Customer 063,Furniture,Bookshelf,West,6,40490.97,7296.16
ORD1635,2025-06-19,Customer 133,Furniture,Desk,West,3,46867.37,10112.49
ORD1636,2025-09-30,Customer 137,Furniture,Desk,South,2,28633.71,5125.72
ORD1637,2025-11-01,Customer 025,Furniture,Sofa,West,3,92533.88,16567.23
ORD1638,2025-07-23,Customer 151,Furniture,Desk,South,5,81867.97,12487.78
ORD1639,2025-12-03,Customer 024,Electronics,Headphones,West,4,11985.1,2007.13
ORD1640,2025-04-11,Customer 108,Furniture,Sofa,East,1,33963.72,6352.33
ORD1641,2025-04-23,Customer 066,Electronics,Smartphone,North,2,50049.99,9433.28
ORD1642,2025-03-22,Customer 080,Furniture,Table,East,3,30861.68,6662.9
ORD1643,2025-07-27,Customer 124,Furniture,Bookshelf,South,1,6257.75,1368.5
ORD1644,2025-12-27,Customer 081,Furniture,Chair,East,4,22789.82,4973.08
ORD1645,2025-06-09,Customer 187,Electronics,Headphones,North,5,17080.44,3021.13
